Riding,Voter Number,Rank Ballot,Range Ballot,Approval Ballot
264,5296,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
264,5297,LIBERAL;CPC;NDP;GREEN,2;1;4;1,NO;NO;YES;NO
264,5298,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
264,5299,LIBERAL;CPC;NDP;GREEN,3;2;3;3,YES;NO;YES;YES
264,5300,LIBERAL;GREEN;NDP;CPC,1;1;2;1,YES;YES;YES;YES
264,5301,CPC;NDP;LIBERAL;GREEN,4;2;2;2,YES;NO;NO;NO
264,5302,LIBERAL;NDP;CPC;GREEN,1;1;2;1,NO;NO;YES;NO
264,5303,NDP;LIBERAL;GREEN;CPC,2;3;4;5,YES;YES;YES;YES
264,5304,LIBERAL;NDP;CPC;GREEN,2;1;4;2,YES;NO;YES;YES
264,5305,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;YES;YES;YES
264,5306,LIBERAL;CPC;GREEN;NDP,3;1;4;1,YES;NO;YES;NO
264,5307,NDP;GREEN;LIBERAL;CPC,2;3;2;5,YES;YES;YES;YES
265,5308,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;NO;NO;YES
265,5309,CPC;GREEN;LIBERAL;NDP,4;2;1;1,YES;YES;YES;YES
265,5310,LIBERAL;NDP;GREEN;CPC,1;2;5;3,NO;NO;YES;NO
265,5311,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
265,5312,NDP;GREEN;CPC;LIBERAL,1;2;1;3,NO;YES;NO;YES
265,5313,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
265,5314,NDP;CPC;GREEN;LIBERAL,2;1;1;4,YES;NO;NO;YES
265,5315,CPC;NDP;LIBERAL;GREEN,5;1;2;3,YES;NO;NO;NO
265,5316,CPC;NDP;LIBERAL;GREEN,5;2;3;3,YES;YES;YES;YES
265,5317,LIBERAL;GREEN;NDP;CPC,1;1;2;1,YES;YES;YES;YES
265,5318,LIBERAL;NDP;GREEN;CPC,1;2;3;3,NO;NO;YES;YES
265,5319,NDP;GREEN;CPC;LIBERAL,1;1;1;2,YES;YES;YES;YES
265,5320,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;YES;YES;YES
265,5321,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;NO
265,5322,LIBERAL;CPC;GREEN;NDP,2;1;3;1,YES;YES;YES;YES
265,5323,CPC;NDP;GREEN;LIBERAL,4;1;1;1,YES;NO;NO;NO
265,5324,LIBERAL;NDP;CPC;GREEN,4;3;4;4,YES;NO;YES;YES
265,5325,CPC;LIBERAL;GREEN;NDP,5;3;4;2,YES;NO;YES;NO
266,5326,NDP;LIBERAL;GREEN;CPC,1;1;1;2,NO;NO;NO;YES
266,5327,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
266,5328,LIBERAL;NDP;CPC;GREEN,2;1;3;3,NO;NO;YES;YES
266,5329,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
266,5330,NDP;GREEN;LIBERAL;CPC,1;4;1;5,NO;YES;NO;YES
266,5331,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;YES;YES;YES
266,5332,LIBERAL;NDP;GREEN;CPC,1;2;3;2,NO;NO;YES;NO
266,5333,NDP;GREEN;LIBERAL;CPC,1;2;1;3,YES;YES;YES;YES
266,5334,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
266,5335,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
266,5336,NDP;LIBERAL;GREEN;CPC,1;1;2;4,NO;NO;YES;YES
266,5337,LIBERAL;NDP;CPC;GREEN,1;1;3;2,YES;YES;YES;YES
266,5338,CPC;LIBERAL;GREEN;NDP,4;2;3;2,YES;YES;YES;YES
266,5339,GREEN;NDP;LIBERAL;CPC,2;4;2;3,YES;YES;YES;YES
266,5340,NDP;LIBERAL;CPC;GREEN,1;1;2;4,NO;NO;NO;YES
266,5341,LIBERAL;NDP;GREEN;CPC,1;1;4;2,YES;YES;YES;YES
266,5342,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;YES;YES;YES
266,5343,NDP;CPC;GREEN;LIBERAL,4;3;1;4,YES;YES;NO;YES
266,5344,CPC;LIBERAL;NDP;GREEN,2;1;1;1,YES;NO;NO;NO
266,5345,LIBERAL;CPC;NDP;GREEN,2;1;4;1,NO;NO;YES;NO
266,5346,LIBERAL;CPC;NDP;GREEN,4;2;4;3,YES;YES;YES;YES
267,5347,CPC;GREEN;NDP;LIBERAL,5;3;1;2,YES;NO;NO;NO
267,5348,LIBERAL;NDP;CPC;GREEN,1;1;2;2,YES;YES;YES;YES
267,5349,LIBERAL;GREEN;NDP;CPC,1;3;3;1,NO;YES;YES;NO
267,5350,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;YES;NO
267,5351,NDP;LIBERAL;CPC;GREEN,2;1;2;3,YES;NO;YES;YES
267,5352,NDP;GREEN;CPC;LIBERAL,1;2;1;4,YES;YES;YES;YES
267,5353,LIBERAL;NDP;GREEN;CPC,1;1;2;2,NO;NO;YES;YES
267,5354,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
267,5355,NDP;CPC;LIBERAL;GREEN,1;1;1;2,YES;YES;YES;YES
267,5356,CPC;GREEN;LIBERAL;NDP,3;2;2;1,YES;YES;YES;YES
267,5357,LIBERAL;GREEN;NDP;CPC,1;3;4;2,YES;YES;YES;YES
267,5358,LIBERAL;NDP;CPC;GREEN,2;2;3;2,NO;NO;YES;NO
267,5359,LIBERAL;CPC;NDP;GREEN,1;1;1;1,YES;YES;YES;YES
267,5360,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;YES
267,5361,NDP;GREEN;LIBERAL;CPC,1;2;1;2,NO;YES;NO;YES
267,5362,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
267,5363,NDP;LIBERAL;GREEN;CPC,1;1;3;4,YES;YES;YES;YES
267,5364,GREEN;LIBERAL;NDP;CPC,1;4;3;1,YES;YES;YES;YES
267,5365,NDP;LIBERAL;GREEN;CPC,1;1;2;4,YES;YES;YES;YES
267,5366,GREEN;NDP;CPC;LIBERAL,2;3;1;2,YES;YES;NO;YES
268,5367,CPC;NDP;LIBERAL;GREEN,5;2;3;4,YES;YES;YES;YES
268,5368,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;YES;YES;YES
268,5369,CPC;NDP;GREEN;LIBERAL,4;2;2;3,YES;NO;NO;YES
268,5370,CPC;GREEN;LIBERAL;NDP,3;1;1;1,YES;NO;NO;NO
268,5371,CPC;GREEN;NDP;LIBERAL,2;2;1;1,YES;YES;YES;YES
268,5372,NDP;LIBERAL;CPC;GREEN,1;1;1;2,YES;YES;YES;YES
268,5373,LIBERAL;NDP;GREEN;CPC,1;2;3;3,NO;YES;YES;YES
268,5374,NDP;GREEN;LIBERAL;CPC,1;3;1;4,NO;YES;NO;YES
268,5375,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
268,5376,NDP;LIBERAL;GREEN;CPC,2;3;3;4,YES;YES;YES;YES
268,5377,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
268,5378,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
268,5379,CPC;LIBERAL;GREEN;NDP,5;2;3;1,YES;NO;NO;NO
268,5380,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
268,5381,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;NO;NO
268,5382,LIBERAL;NDP;GREEN;CPC,1;2;4;3,YES;YES;YES;YES
268,5383,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;YES;NO;NO
268,5384,GREEN;LIBERAL;NDP;CPC,3;4;4;3,YES;YES;YES;YES
268,5385,NDP;LIBERAL;GREEN;CPC,1;1;1;2,YES;YES;YES;YES
268,5386,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;YES
268,5387,LIBERAL;NDP;GREEN;CPC,2;3;4;4,NO;YES;YES;YES
268,5388,NDP;CPC;LIBERAL;GREEN,2;1;1;4,NO;NO;NO;YES
269,5389,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;NO
269,5390,NDP;GREEN;LIBERAL;CPC,2;3;2;3,YES;YES;YES;YES
269,5391,LIBERAL;NDP;CPC;GREEN,3;2;4;4,NO;NO;YES;YES
269,5392,LIBERAL;NDP;CPC;GREEN,1;1;3;2,YES;YES;YES;YES
269,5393,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;YES;YES
269,5394,CPC;NDP;LIBERAL;GREEN,2;1;1;2,YES;YES;YES;YES
269,5395,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;YES;YES;YES
269,5396,LIBERAL;CPC;NDP;GREEN,1;1;2;1,NO;NO;YES;NO
269,5397,NDP;GREEN;LIBERAL;CPC,1;2;1;3,YES;YES;YES;YES
269,5398,LIBERAL;NDP;CPC;GREEN,2;1;3;3,YES;NO;YES;YES
269,5399,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
269,5400,LIBERAL;NDP;CPC;GREEN,1;1;2;2,YES;YES;YES;YES
269,5401,LIBERAL;CPC;GREEN;NDP,2;1;5;1,NO;NO;YES;NO
269,5402,CPC;LIBERAL;NDP;GREEN,4;1;4;2,YES;NO;YES;YES
269,5403,CPC;LIBERAL;NDP;GREEN,5;2;4;3,YES;YES;YES;YES
269,5404,CPC;LIBERAL;NDP;GREEN,4;1;3;2,YES;NO;YES;NO
269,5405,NDP;GREEN;LIBERAL;CPC,1;1;1;3,NO;NO;NO;YES
269,5406,LIBERAL;NDP;CPC;GREEN,1;1;5;3,NO;NO;YES;NO
269,5407,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;YES;YES;YES
269,5408,LIBERAL;NDP;GREEN;CPC,2;3;4;3,NO;NO;YES;NO
269,5409,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;NO
270,5410,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;YES;YES;YES
270,5411,LIBERAL;GREEN;NDP;CPC,2;2;3;2,NO;NO;YES;NO
270,5412,CPC;NDP;GREEN;LIBERAL,1;1;1;1,YES;YES;YES;YES
270,5413,CPC;GREEN;NDP;LIBERAL,5;4;3;4,YES;YES;NO;YES
270,5414,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;YES;YES;YES
270,5415,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;NO;NO;NO
270,5416,CPC;NDP;LIBERAL;GREEN,5;1;1;2,YES;NO;NO;NO
270,5417,CPC;NDP;LIBERAL;GREEN,4;2;3;3,YES;YES;YES;YES
270,5418,CPC;LIBERAL;GREEN;NDP,3;1;2;1,YES;YES;YES;YES
270,5419,LIBERAL;CPC;GREEN;NDP,3;2;4;1,NO;NO;YES;NO
270,5420,LIBERAL;GREEN;NDP;CPC,1;2;4;1,NO;NO;YES;NO
270,5421,NDP;CPC;LIBERAL;GREEN,3;1;2;4,NO;NO;NO;YES
270,5422,NDP;GREEN;LIBERAL;CPC,1;1;1;2,NO;NO;NO;YES
270,5423,CPC;NDP;GREEN;LIBERAL,5;1;1;4,YES;NO;NO;YES
270,5424,CPC;NDP;GREEN;LIBERAL,3;1;1;1,YES;YES;YES;YES
270,5425,CPC;LIBERAL;GREEN;NDP,3;1;2;1,YES;NO;NO;NO
270,5426,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
270,5427,LIBERAL;NDP;CPC;GREEN,1;1;2;1,YES;YES;YES;YES
270,5428,CPC;GREEN;NDP;LIBERAL,5;4;1;2,YES;YES;NO;NO
271,5429,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
271,5430,LIBERAL;NDP;GREEN;CPC,1;2;3;3,NO;NO;YES;YES
271,5431,LIBERAL;NDP;CPC;GREEN,1;1;2;1,YES;YES;YES;YES
271,5432,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;NO;NO;NO
271,5433,LIBERAL;GREEN;NDP;CPC,2;3;4;2,YES;YES;YES;YES
271,5434,CPC;LIBERAL;NDP;GREEN,5;1;3;3,YES;NO;NO;NO
271,5435,NDP;CPC;LIBERAL;GREEN,2;1;1;4,NO;NO;NO;YES
271,5436,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;YES;YES;YES
271,5437,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;YES;YES;YES
271,5438,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;YES
271,5439,CPC;NDP;GREEN;LIBERAL,3;2;1;2,YES;YES;YES;YES
271,5440,NDP;LIBERAL;CPC;GREEN,1;1;2;4,NO;NO;NO;YES
271,5441,NDP;GREEN;LIBERAL;CPC,1;1;1;2,YES;YES;YES;YES
271,5442,NDP;GREEN;LIBERAL;CPC,2;3;2;4,NO;YES;NO;YES
271,5443,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;YES;NO;YES
271,5444,CPC;NDP;LIBERAL;GREEN,4;2;2;3,YES;NO;NO;NO
271,5445,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;YES;YES;YES
271,5446,NDP;LIBERAL;GREEN;CPC,1;2;3;4,YES;YES;YES;YES
272,5447,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;NO;NO
272,5448,NDP;LIBERAL;GREEN;CPC,2;3;3;4,NO;NO;NO;YES
272,5449,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
272,5450,CPC;NDP;LIBERAL;GREEN,3;1;2;2,YES;NO;NO;NO
272,5451,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;NO;NO
272,5452,NDP;GREEN;LIBERAL;CPC,1;2;1;4,NO;NO;NO;YES
272,5453,NDP;GREEN;LIBERAL;CPC,1;2;1;4,NO;NO;NO;YES
272,5454,LIBERAL;NDP;GREEN;CPC,2;2;3;2,YES;YES;YES;YES
272,5455,LIBERAL;GREEN;NDP;CPC,1;3;4;3,YES;YES;YES;YES
272,5456,GREEN;NDP;LIBERAL;CPC,1;4;2;2,YES;YES;YES;YES
272,5457,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;YES;YES;YES
272,5458,NDP;LIBERAL;CPC;GREEN,2;1;3;5,NO;NO;YES;YES
272,5459,NDP;GREEN;CPC;LIBERAL,1;1;1;2,NO;NO;NO;YES
272,5460,CPC;NDP;LIBERAL;GREEN,1;1;1;1,YES;YES;YES;YES
272,5461,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;NO;YES;NO
272,5462,NDP;LIBERAL;GREEN;CPC,1;1;1;3,NO;NO;NO;YES
272,5463,CPC;LIBERAL;NDP;GREEN,3;1;2;2,YES;YES;YES;YES
272,5464,LIBERAL;CPC;NDP;GREEN,2;1;2;1,YES;NO;YES;NO
272,5465,CPC;LIBERAL;GREEN;NDP,4;2;3;2,YES;NO;YES;NO
273,5466,LIBERAL;NDP;GREEN;CPC,1;1;4;3,NO;NO;YES;YES
273,5467,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;YES
273,5468,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;YES;YES;YES
273,5469,LIBERAL;GREEN;NDP;CPC,1;2;3;2,NO;NO;YES;NO
273,5470,CPC;LIBERAL;GREEN;NDP,3;1;1;1,YES;NO;NO;NO
273,5471,LIBERAL;NDP;GREEN;CPC,2;2;4;3,YES;YES;YES;YES
273,5472,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
273,5473,CPC;NDP;GREEN;LIBERAL,4;2;1;4,YES;YES;YES;YES
273,5474,NDP;LIBERAL;GREEN;CPC,2;3;3;3,YES;YES;YES;YES
273,5475,CPC;NDP;GREEN;LIBERAL,1;1;1;1,YES;YES;YES;YES
273,5476,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
273,5477,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;NO;YES
273,5478,LIBERAL;NDP;CPC;GREEN,1;1;4;2,NO;NO;YES;NO
273,5479,GREEN;NDP;LIBERAL;CPC,1;4;2;3,YES;YES;YES;YES
273,5480,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;NO;YES;NO
273,5481,NDP;CPC;LIBERAL;GREEN,2;1;2;3,YES;YES;YES;YES
273,5482,LIBERAL;NDP;GREEN;CPC,1;1;4;3,NO;NO;YES;NO
273,5483,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;NO;NO;YES
273,5484,LIBERAL;NDP;CPC;GREEN,3;2;4;4,YES;NO;YES;YES
273,5485,CPC;LIBERAL;NDP;GREEN,4;2;3;2,YES;YES;YES;YES
273,5486,LIBERAL;NDP;GREEN;CPC,1;1;1;1,YES;YES;YES;YES
274,5487,NDP;LIBERAL;GREEN;CPC,1;1;1;1,YES;YES;YES;YES
274,5488,NDP;GREEN;LIBERAL;CPC,1;1;1;2,NO;NO;NO;YES
274,5489,NDP;LIBERAL;GREEN;CPC,1;1;2;2,YES;YES;YES;YES
274,5490,CPC;GREEN;LIBERAL;NDP,2;1;1;1,YES;NO;NO;NO
274,5491,GREEN;NDP;CPC;LIBERAL,1;3;1;2,YES;YES;YES;YES
274,5492,CPC;LIBERAL;NDP;GREEN,4;1;2;2,YES;YES;YES;YES
274,5493,NDP;LIBERAL;GREEN;CPC,1;1;2;4,NO;NO;NO;YES
274,5494,NDP;GREEN;CPC;LIBERAL,1;2;1;3,NO;YES;NO;YES
274,5495,NDP;LIBERAL;GREEN;CPC,1;2;4;4,NO;NO;YES;YES
274,5496,NDP;GREEN;LIBERAL;CPC,1;1;1;2,NO;NO;NO;YES
274,5497,LIBERAL;GREEN;CPC;NDP,1;1;1;1,YES;YES;YES;YES
274,5498,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
274,5499,CPC;LIBERAL;NDP;GREEN,2;1;1;1,YES;NO;NO;NO
274,5500,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
274,5501,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;YES;YES;YES
274,5502,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
274,5503,LIBERAL;NDP;CPC;GREEN,2;2;3;2,YES;YES;YES;YES
274,5504,LIBERAL;CPC;NDP;GREEN,1;1;2;1,NO;NO;YES;NO
274,5505,LIBERAL;NDP;GREEN;CPC,1;3;4;3,YES;YES;YES;YES
275,5506,NDP;LIBERAL;GREEN;CPC,1;1;2;3,YES;YES;YES;YES
275,5507,NDP;GREEN;LIBERAL;CPC,1;2;1;3,YES;YES;YES;YES
275,5508,CPC;GREEN;NDP;LIBERAL,4;2;1;1,YES;NO;NO;NO
275,5509,CPC;LIBERAL;NDP;GREEN,4;1;3;2,YES;NO;YES;YES
275,5510,LIBERAL;CPC;NDP;GREEN,1;1;4;1,YES;YES;YES;YES
275,5511,LIBERAL;NDP;GREEN;CPC,1;1;4;1,NO;NO;YES;NO
275,5512,CPC;GREEN;NDP;LIBERAL,3;2;1;2,YES;NO;NO;NO
275,5513,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;YES
275,5514,LIBERAL;GREEN;NDP;CPC,2;2;4;2,YES;YES;YES;YES
275,5515,NDP;GREEN;LIBERAL;CPC,1;1;1;3,NO;NO;NO;YES
275,5516,NDP;GREEN;LIBERAL;CPC,1;2;1;4,NO;NO;NO;YES
275,5517,CPC;GREEN;NDP;LIBERAL,3;3;1;2,YES;YES;YES;YES
275,5518,LIBERAL;CPC;GREEN;NDP,1;1;2;1,NO;NO;YES;NO
275,5519,NDP;GREEN;LIBERAL;CPC,1;1;1;4,YES;YES;YES;YES
275,5520,CPC;GREEN;NDP;LIBERAL,1;1;1;1,YES;YES;YES;YES
275,5521,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;NO;YES
275,5522,NDP;CPC;LIBERAL;GREEN,1;1;1;3,NO;NO;NO;YES
275,5523,CPC;NDP;GREEN;LIBERAL,3;2;2;2,YES;NO;NO;NO
275,5524,CPC;GREEN;NDP;LIBERAL,2;2;1;2,YES;YES;YES;YES
275,5525,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;YES;NO
276,5526,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;NO;NO
276,5527,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
276,5528,CPC;NDP;GREEN;LIBERAL,3;2;1;3,YES;YES;YES;YES
276,5529,LIBERAL;CPC;NDP;GREEN,3;2;3;2,YES;YES;YES;YES
276,5530,LIBERAL;GREEN;NDP;CPC,1;1;2;1,YES;YES;YES;YES
276,5531,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;NO
276,5532,LIBERAL;GREEN;CPC;NDP,1;2;4;1,YES;YES;YES;YES
276,5533,LIBERAL;NDP;CPC;GREEN,1;1;4;2,NO;NO;YES;NO
276,5534,CPC;NDP;GREEN;LIBERAL,2;1;1;2,YES;YES;YES;YES
276,5535,LIBERAL;NDP;CPC;GREEN,1;1;4;2,NO;NO;YES;NO
276,5536,LIBERAL;NDP;GREEN;CPC,2;2;4;2,NO;NO;YES;NO
276,5537,CPC;NDP;GREEN;LIBERAL,5;3;2;4,YES;NO;NO;NO
276,5538,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;YES;YES;YES
276,5539,LIBERAL;GREEN;CPC;NDP,1;2;3;1,NO;YES;YES;NO
276,5540,LIBERAL;GREEN;CPC;NDP,1;1;2;1,NO;NO;YES;NO
276,5541,CPC;GREEN;LIBERAL;NDP,4;3;2;2,YES;YES;YES;YES
276,5542,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;YES;YES;YES
276,5543,CPC;GREEN;NDP;LIBERAL,4;1;1;1,YES;NO;NO;NO
276,5544,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
277,5545,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;YES;NO;YES
277,5546,GREEN;LIBERAL;NDP;CPC,1;3;2;1,YES;YES;YES;YES
277,5547,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
277,5548,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;YES;YES;YES
277,5549,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;YES;YES
277,5550,CPC;LIBERAL;GREEN;NDP,4;1;2;1,YES;NO;NO;NO
277,5551,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
277,5552,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;YES;NO
277,5553,LIBERAL;NDP;GREEN;CPC,1;2;3;3,NO;YES;YES;YES
277,5554,LIBERAL;GREEN;NDP;CPC,2;3;4;2,NO;YES;YES;NO
277,5555,CPC;GREEN;NDP;LIBERAL,4;3;2;2,YES;YES;YES;YES
277,5556,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
277,5557,CPC;NDP;GREEN;LIBERAL,5;2;1;3,YES;YES;NO;YES
277,5558,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
277,5559,LIBERAL;CPC;NDP;GREEN,2;1;3;1,YES;NO;YES;NO
277,5560,CPC;LIBERAL;NDP;GREEN,3;1;1;1,YES;YES;YES;YES
277,5561,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;YES;YES
277,5562,CPC;LIBERAL;GREEN;NDP,3;2;2;1,YES;YES;YES;NO
277,5563,LIBERAL;CPC;NDP;GREEN,3;1;4;1,YES;NO;YES;NO
277,5564,LIBERAL;CPC;NDP;GREEN,1;1;3;1,YES;YES;YES;YES
277,5565,LIBERAL;NDP;CPC;GREEN,2;1;3;2,YES;YES;YES;YES
277,5566,NDP;LIBERAL;GREEN;CPC,1;1;1;2,YES;YES;YES;YES
278,5567,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
278,5568,NDP;GREEN;CPC;LIBERAL,1;2;1;3,NO;NO;NO;YES
278,5569,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;YES;YES;YES
278,5570,NDP;GREEN;LIBERAL;CPC,3;4;3;5,YES;YES;YES;YES
278,5571,CPC;GREEN;NDP;LIBERAL,5;5;3;4,YES;YES;NO;YES
278,5572,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
278,5573,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;YES;YES
278,5574,LIBERAL;NDP;GREEN;CPC,1;1;3;3,YES;YES;YES;YES
278,5575,CPC;GREEN;LIBERAL;NDP,4;2;1;1,YES;YES;NO;NO
278,5576,LIBERAL;CPC;NDP;GREEN,3;2;4;2,YES;YES;YES;YES
278,5577,LIBERAL;GREEN;CPC;NDP,1;1;1;1,YES;YES;YES;YES
278,5578,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
278,5579,LIBERAL;NDP;CPC;GREEN,2;2;4;3,YES;YES;YES;YES
278,5580,LIBERAL;NDP;GREEN;CPC,1;1;3;1,NO;NO;YES;NO
278,5581,LIBERAL;NDP;CPC;GREEN,1;1;2;1,YES;YES;YES;YES
278,5582,CPC;NDP;GREEN;LIBERAL,4;1;1;3,YES;YES;YES;YES
278,5583,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;NO;NO
278,5584,CPC;NDP;LIBERAL;GREEN,2;1;1;2,YES;NO;NO;YES
279,5585,LIBERAL;NDP;CPC;GREEN,2;1;4;4,YES;NO;YES;YES
279,5586,LIBERAL;NDP;GREEN;CPC,1;2;4;2,YES;YES;YES;YES
279,5587,LIBERAL;NDP;CPC;GREEN,1;1;4;2,YES;YES;YES;YES
279,5588,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;NO;NO;NO
279,5589,NDP;GREEN;CPC;LIBERAL,1;1;1;4,NO;NO;NO;YES
279,5590,CPC;GREEN;LIBERAL;NDP,4;2;1;1,YES;NO;NO;NO
279,5591,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;YES;YES;YES
279,5592,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;YES;YES;YES
279,5593,NDP;GREEN;LIBERAL;CPC,1;3;2;4,NO;YES;YES;YES
279,5594,NDP;LIBERAL;CPC;GREEN,2;1;3;3,YES;YES;YES;YES
279,5595,CPC;NDP;GREEN;LIBERAL,2;1;1;2,YES;NO;NO;YES
279,5596,NDP;GREEN;LIBERAL;CPC,1;2;1;2,NO;YES;NO;YES
279,5597,NDP;LIBERAL;GREEN;CPC,1;1;3;4,NO;NO;NO;YES
279,5598,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
279,5599,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;YES;YES;YES
279,5600,LIBERAL;NDP;GREEN;CPC,2;4;4;4,YES;YES;YES;YES
279,5601,CPC;LIBERAL;NDP;GREEN,4;1;3;2,YES;NO;YES;YES
279,5602,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
280,5603,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;YES;YES;YES
280,5604,GREEN;NDP;LIBERAL;CPC,2;4;2;3,YES;YES;YES;YES
280,5605,CPC;NDP;GREEN;LIBERAL,4;2;2;4,YES;YES;YES;YES
